country_region,province_state,date,confirmed,deaths,active
Japan,,2020-05-15,16203,713,5152
Japan,,2020-04-13,7370,123,6463
Japan,Fukuoka,2020-06-07,799,28,130
Japan,Hokkaido,2020-06-07,1112,90,153
Japan,Hyogo,2020-06-07,699,42,5
Japan,Kanagawa,2020-06-07,1396,88,145
Japan,Osaka,2020-06-07,1785,84,73
Japan,Saitama,2020-06-07,1007,51,36
Japan,Tokyo,2020-06-07,5387,311,380
Japan,Aichi,2020-11-15,7712,96,1289
Japan,Chiba,2020-11-15,5782,84,607
Japan,Hokkaido,2020-11-15,5483,126,2033
Japan,Hyogo,2020-11-15,3974,70,505
Japan,Ishikawa,2020-11-15,830,49,15
Japan,Kanagawa,2020-11-15,10173,183,1058
Japan,Okinawa,2020-11-15,3744,66,331
Japan,Osaka,2020-11-15,15421,254,2087
Japan,Saitama,2020-11-15,6823,118,841
Japan,Tokyo,2020-11-15,34789,464,12957
Japan,Aichi,2020-10-23,5818,91,321
Japan,Chiba,2020-10-23,4735,76,400
Japan,Fukuoka,2020-10-23,5178,101,82
Japan,Hokkaido,2020-10-23,2692,108,297
Japan,Hyogo,2020-10-23,3079,60,150
Japan,Ishikawa,2020-10-23,798,49,18
Japan,Kanagawa,2020-10-23,8255,161,624
Japan,Kyoto,2020-10-23,1966,30,104
Japan,Okinawa,2020-10-23,3097,58,341
Japan,Osaka,2020-10-23,11880,232,610
Japan,Saitama,2020-10-23,5562,104,464
Japan,Tokyo,2020-10-23,29722,442,1825
Japan,Aichi,2020-08-18,3843,46,1549
Japan,Chiba,2020-08-18,2530,58,541
Japan,Hyogo,2020-08-18,1951,48,346
Japan,Ishikawa,2020-08-18,486,29,145
Japan,Kanagawa,2020-08-18,3990,106,718
Japan,Kyoto,2020-08-18,1164,21,245
Japan,Osaka,2020-08-18,7101,117,1805
Japan,Saitama,2020-08-18,3283,83,575
Japan,Tokyo,2020-08-18,18092,344,3348
Japan,,2020-05-18,16305,749,3992
Japan,Aichi,2020-09-07,4725,74,618
Japan,Chiba,2020-09-07,3224,64,334
Japan,Fukuoka,2020-09-07,4819,68,754
Japan,Hokkaido,2020-09-07,1823,105,95
Japan,Hyogo,2020-09-07,2369,54,152
Japan,Ishikawa,2020-09-07,708,39,96
Japan,Kanagawa,2020-09-07,5463,126,621
Japan,Okinawa,2020-09-07,2248,36,365
Japan,Osaka,2020-09-07,9090,166,995
Japan,Saitama,2020-09-07,4141,94,462
Japan,Tokyo,2020-09-07,21859,369,2523
Japan,Chiba,2020-07-13,1162,46,195
Japan,Hokkaido,2020-07-13,1287,102,55
Japan,Kanagawa,2020-07-13,1760,98,174
Japan,Saitama,2020-07-13,1488,67,334
Japan,Tokyo,2020-07-13,8056,325,1395
Japan,Aichi,2020-10-16,5643,90,266
Japan,Chiba,2020-10-16,4474,76,379
Japan,Fukuoka,2020-10-16,5143,99,91
Japan,Hokkaido,2020-10-16,2480,108,243
Japan,Hyogo,2020-10-16,2983,59,160
Japan,Ishikawa,2020-10-16,788,47,20
Japan,Kanagawa,2020-10-16,7853,155,636
Japan,Okinawa,2020-10-16,2861,54,288
Japan,Osaka,2020-10-16,11414,226,517
Japan,Tokyo,2020-10-16,28617,431,2095
Japan,Chiba,2020-07-21,1334,46,274
Japan,Hokkaido,2020-07-21,1352,102,92
Japan,Kanagawa,2020-07-21,2044,98,332
Japan,Saitama,2020-07-21,1832,69,471
Japan,Tokyo,2020-07-21,9956,327,2317
Japan,Aichi,2020-08-10,3238,36,2017
Japan,Chiba,2020-08-10,2202,54,649
Japan,Fukuoka,2020-08-10,3085,37,1418
Japan,Hyogo,2020-08-10,1664,47,349
Japan,Ishikawa,2020-08-10,376,28,60
Japan,Kyoto,2020-08-10,991,21,283
Japan,Osaka,2020-08-10,5892,95,1878
Japan,Saitama,2020-08-10,2923,79,654
Japan,Tokyo,2020-08-10,16074,334,3770
Japan,Aichi,2020-09-25,5224,83,459
Japan,Chiba,2020-09-25,3747,70,341
Japan,Fukuoka,2020-09-25,5021,95,171
Japan,Hokkaido,2020-09-25,2021,107,130
Japan,Hyogo,2020-09-25,2638,59,117
Japan,Ibaraki,2020-09-25,632,17,30
Japan,Ishikawa,2020-09-25,771,46,65
Japan,Kanagawa,2020-09-25,6593,137,543
Japan,Osaka,2020-09-25,10333,200,681
Japan,Saitama,2020-09-25,4530,100,283
Japan,Tokyo,2020-09-25,24853,399,2333
Japan,Aichi,2020-09-28,5316,83,418
Japan,Chiba,2020-09-28,3822,70,338
Japan,Fukuoka,2020-09-28,5032,96,135
Japan,Hokkaido,2020-09-28,2064,107,135
Japan,Hyogo,2020-09-28,2686,59,122
Japan,Ibaraki,2020-09-28,649,17,41
Japan,Ishikawa,2020-09-28,776,47,53
Japan,Kanagawa,2020-09-28,6766,138,552
Japan,Okinawa,2020-09-28,2451,46,173
Japan,Osaka,2020-09-28,10483,203,658
Japan,Saitama,2020-09-28,4610,101,308
Japan,Tokyo,2020-09-28,25345,406,2292
Japan,Aichi,2020-11-30,10124,109,2032
Japan,Fukuoka,2020-11-30,5822,107,-3640
Japan,Hokkaido,2020-11-30,8858,181,2710
Japan,Hyogo,2020-11-30,5633,79,947
Japan,Ishikawa,2020-11-30,853,51,19
Japan,Kanagawa,2020-11-30,12582,194,1450
Japan,Kyoto,2020-11-30,2670,38,351
Japan,Okinawa,2020-11-30,4332,71,442
Japan,Osaka,2020-11-30,20274,288,4288
Japan,Saitama,2020-11-30,8433,138,1383
Japan,Tokyo,2020-11-30,40988,477,4470
Japan,Aichi,2020-07-31,1800,35,1214
Japan,Chiba,2020-07-31,1656,48,393
Japan,Kanagawa,2020-07-31,2485,99,356
Japan,Osaka,2020-07-31,4057,89,1370
Japan,Saitama,2020-07-31,2316,74,535
Japan,Tokyo,2020-07-31,12701,330,2933
Japan,Aichi,2020-09-12,4871,75,486
Japan,Chiba,2020-09-12,3385,67,329
Japan,Fukuoka,2020-09-12,4936,78,620
Japan,Hokkaido,2020-09-12,1862,106,77
Japan,Hyogo,2020-09-12,2466,55,171
Japan,Ishikawa,2020-09-12,730,42,93
Japan,Kanagawa,2020-09-12,5893,127,745
Japan,Osaka,2020-09-12,9527,177,896
Japan,Saitama,2020-09-12,4270,97,338
Japan,Tokyo,2020-09-12,22867,382,2466
Japan,,2020-03-27,1468,49,1047
Japan,Aichi,2020-09-26,5248,83,438
Japan,Chiba,2020-09-26,3785,70,343
Japan,Fukuoka,2020-09-26,5027,95,146
Japan,Hokkaido,2020-09-26,2028,107,118
Japan,Hyogo,2020-09-26,2660,59,126
Japan,Ibaraki,2020-09-26,637,17,30
Japan,Ishikawa,2020-09-26,773,46,61
Japan,Kanagawa,2020-09-26,6684,137,627
Japan,Okinawa,2020-09-26,2417,46,158
Japan,Osaka,2020-09-26,10399,201,662
Japan,Saitama,2020-09-26,4555,100,298
Japan,Tokyo,2020-09-26,25123,400,2294
Japan,Aichi,2020-07-26,1094,35,554
Japan,Chiba,2020-07-26,1476,46,341
Japan,Kanagawa,2020-07-26,2240,98,337
Japan,Osaka,2020-07-26,3188,88,1020
Japan,Saitama,2020-07-26,2071,72,502
Japan,Tokyo,2020-07-26,11224,328,2930
Japan,Aichi,2020-09-27,5297,83,487
Japan,Chiba,2020-09-27,3806,70,364
Japan,Fukuoka,2020-09-27,5031,95,150
Japan,Hokkaido,2020-09-27,2047,107,137
Japan,Hyogo,2020-09-27,2676,59,142
Japan,Ibaraki,2020-09-27,638,17,31
Japan,Ishikawa,2020-09-27,776,47,63
Japan,Kanagawa,2020-09-27,6749,137,692
Japan,Okinawa,2020-09-27,2437,46,178
Japan,Osaka,2020-09-27,10447,201,710
Japan,Saitama,2020-09-27,4590,101,332
Japan,Tokyo,2020-09-27,25267,400,2438
Japan,Aichi,2020-08-21,4072,52,1359
Japan,Chiba,2020-08-21,2694,59,572
Japan,Fukuoka,2020-08-21,3989,46,1074
Japan,Hyogo,2020-08-21,2074,49,362
Japan,Ishikawa,2020-08-21,532,30,151
Japan,Kanagawa,2020-08-21,4271,108,749
Japan,Kyoto,2020-08-21,1281,21,300
Japan,Osaka,2020-08-21,7586,128,1887
Japan,Saitama,2020-08-21,3468,85,632
Japan,Tokyo,2020-08-21,18875,350,3416
Japan,Aichi,2020-09-10,4794,74,508
Japan,Chiba,2020-09-10,3308,66,309
Japan,Fukuoka,2020-09-10,4897,74,678
Japan,Hokkaido,2020-09-10,1849,106,84
Japan,Hyogo,2020-09-10,2430,54,170
Japan,Ishikawa,2020-09-10,722,41,111
Japan,Kanagawa,2020-09-10,5744,126,727
Japan,Okinawa,2020-09-10,2262,41,254
Japan,Osaka,2020-09-10,9326,171,893
Japan,Saitama,2020-09-10,4208,97,375
Japan,Tokyo,2020-09-10,22454,379,2488
Japan,Fukuoka,2020-06-21,835,28,26
Japan,Hokkaido,2020-06-21,1188,95,92
Japan,Hyogo,2020-06-21,702,43,6
Japan,Kanagawa,2020-06-21,1432,94,67
Japan,Saitama,2020-06-21,1038,65,32
Japan,Tokyo,2020-06-21,5789,320,385
Japan,Chiba,2020-07-10,1078,46,126
Japan,Hokkaido,2020-07-10,1280,101,59
Japan,Kanagawa,2020-07-10,1685,97,179
Japan,Saitama,2020-07-10,1396,67,288
Japan,Tokyo,2020-07-10,7525,325,1221
Japan,Aichi,2020-10-30,6137,94,463
Japan,Chiba,2020-10-30,4998,79,418
Japan,Fukuoka,2020-10-30,5210,101,72
Japan,Hokkaido,2020-10-30,3044,109,473
Japan,Hyogo,2020-10-30,3222,62,193
Japan,Ishikawa,2020-10-30,806,49,15
Japan,Kanagawa,2020-10-30,8659,171,607
Japan,Kyoto,2020-10-30,2027,30,89
Japan,Okinawa,2020-10-30,3307,61,368
Japan,Osaka,2020-10-30,12610,237,932
Japan,Saitama,2020-10-30,5827,106,446
Japan,Tokyo,2020-10-30,30905,457,1922
Japan,Aichi,2020-12-30,16332,189,2814
Japan,Chiba,2020-12-30,10833,110,2128
Japan,Ehime,2020-12-30,457,13,90
Japan,Fukuoka,2020-12-30,8773,114,1552
Japan,Gifu,2020-12-30,2209,31,532
Japan,Gunma,2020-12-30,2278,41,395
Japan,Hokkaido,2020-12-30,13264,425,1733
Japan,Hyogo,2020-12-30,9842,201,1537
Japan,Ibaraki,2020-12-30,2418,37,291
Japan,Ishikawa,2020-12-30,1064,51,118
Japan,Iwate,2020-12-30,382,24,69
Japan,Kanagawa,2020-12-30,20710,251,3449
Japan,Kyoto,2020-12-30,4694,49,1214
Japan,Mie,2020-12-30,1272,16,166
Japan,Nagano,2020-12-30,1162,13,135
Japan,Nara,2020-12-30,1937,24,335
Japan,Okinawa,2020-12-30,5320,84,384
Japan,Osaka,2020-12-30,29687,519,3700
Japan,Saitama,2020-12-30,13989,196,3096
Japan,Shizuoka,2020-12-30,2654,38,477
Japan,Tokyo,2020-12-30,58908,577,8705
Japan,Aichi,2020-12-27,15681,175,2787
Japan,Chiba,2020-12-27,10224,109,1920
Japan,Fukuoka,2020-12-27,8291,114,1489
Japan,Fukushima,2020-12-27,886,16,247
Japan,Gifu,2020-12-27,2025,31,442
Japan,Hiroshima,2020-12-27,3008,21,1463
Japan,Hokkaido,2020-12-27,12950,417,1682
Japan,Hyogo,2020-12-27,9353,172,1435
Japan,Ibaraki,2020-12-27,2307,36,251
Japan,Ishikawa,2020-12-27,1034,51,113
Japan,Kanagawa,2020-12-27,19549,251,2806
Japan,Kumamoto,2020-12-27,1707,17,353
Japan,Kyoto,2020-12-27,4455,44,1129
Japan,Miyagi,2020-12-27,2065,13,500
Japan,Okinawa,2020-12-27,5212,84,354
Japan,Osaka,2020-12-27,28928,493,3779
Japan,Saitama,2020-12-27,13261,189,2943
Japan,Shizuoka,2020-12-27,2569,35,493
Japan,Tokyo,2020-12-27,56627,562,7944
Japan,,2020-04-19,10797,236,9402
Japan,,2020-04-06,3654,85,2994
Japan,,2020-04-03,2617,63,2040
Japan,Aichi,2020-08-03,2266,35,1628
Japan,Chiba,2020-08-03,1824,50,496
Japan,Fukuoka,2020-08-03,2266,35,1096
Japan,Kanagawa,2020-08-03,2664,99,386
Japan,Osaka,2020-08-03,4527,91,1525
Japan,Saitama,2020-08-03,2513,74,598
Japan,Tokyo,2020-08-03,13723,333,3599
Japan,Fukuoka,2020-06-03,783,29,128
Japan,Hokkaido,2020-06-03,1093,88,184
Japan,Hyogo,2020-06-03,699,42,21
Japan,Kanagawa,2020-06-03,1374,87,163
Japan,Kyoto,2020-06-03,358,17,10
Japan,Osaka,2020-06-03,1783,84,89
Japan,Saitama,2020-06-03,1005,49,47
Japan,Tokyo,2020-06-03,5299,306,370
Japan,Aichi,2020-12-08,11649,123,2253
Japan,Chiba,2020-12-08,7600,94,901
Japan,Fukuoka,2020-12-08,6206,108,534
Japan,Gifu,2020-12-08,1300,16,282
Japan,Hokkaido,2020-12-08,10356,258,2552
Japan,Hyogo,2020-12-08,6703,94,1069
Japan,Ishikawa,2020-12-08,879,51,30
Japan,Kanagawa,2020-12-08,13883,216,1299
Japan,Kyoto,2020-12-08,2947,38,378
Japan,Okinawa,2020-12-08,4617,77,420
Japan,Osaka,2020-12-08,22994,330,4540
Japan,Saitama,2020-12-08,9594,159,1736
Japan,Shizuoka,2020-12-08,2002,17,670
Japan,Tokyo,2020-12-08,44404,498,4782
Japan,Chiba,2020-10-08,4193,72,377
Japan,Fukuoka,2020-10-08,5082,99,89
Japan,Hokkaido,2020-10-08,2285,107,230
Japan,Hyogo,2020-10-08,2869,59,169
Japan,Ishikawa,2020-10-08,778,47,23
Japan,Kanagawa,2020-10-08,7340,150,560
Japan,Okinawa,2020-10-08,2694,47,290
Japan,Osaka,2020-10-08,10999,221,512
Japan,Saitama,2020-10-08,4934,102,388
Japan,Tokyo,2020-10-08,27130,417,2128
Japan,Aichi,2020-08-31,4540,65,831
Japan,Chiba,2020-08-31,3049,62,448
Japan,Fukuoka,2020-08-31,4600,61,981
Japan,Hyogo,2020-08-31,2279,53,209
Japan,Ibaraki,2020-08-31,545,13,67
Japan,Kanagawa,2020-08-31,4964,123,640
Japan,Kyoto,2020-08-31,1452,23,275
Japan,Okinawa,2020-08-31,2147,28,471
Japan,Osaka,2020-08-31,8544,152,1365
Japan,Saitama,2020-08-31,3932,89,628
Japan,Tokyo,2020-08-31,20827,363,2794
Japan,Toyama,2020-08-31,388,24,70
Japan,Aichi,2020-12-24,14935,168,2695
Japan,Chiba,2020-12-24,9705,107,1609
Japan,Fukuoka,2020-12-24,7851,114,1326
Japan,Fukushima,2020-12-24,813,16,204
Japan,Hokkaido,2020-12-24,12607,398,1791
Japan,Hyogo,2020-12-24,8781,141,1246
Japan,Ibaraki,2020-12-24,2226,36,264
Japan,Ishikawa,2020-12-24,998,51,94
Japan,Kanagawa,2020-12-24,18260,243,2745
Japan,Kumamoto,2020-12-24,1571,17,298
Japan,Kyoto,2020-12-24,4105,42,900
Japan,Okayama,2020-12-24,1186,13,531
Japan,Okinawa,2020-12-24,5105,83,333
Japan,Osaka,2020-12-24,28102,466,3788
Japan,Saitama,2020-12-24,12487,183,2580
Japan,Shizuoka,2020-12-24,2486,32,514
Japan,Tokyo,2020-12-24,54086,552,7009
Japan,Aichi,2020-10-24,5860,91,339
Japan,Chiba,2020-10-24,4776,76,413
Japan,Fukuoka,2020-10-24,5183,101,73
Japan,Hokkaido,2020-10-24,2752,108,335
Japan,Hyogo,2020-10-24,3127,60,188
Japan,Ishikawa,2020-10-24,798,49,17
Japan,Kanagawa,2020-10-24,8317,163,611
Japan,Kyoto,2020-10-24,1971,30,100
Japan,Okinawa,2020-10-24,3137,58,357
Japan,Osaka,2020-10-24,11976,233,652
Japan,Saitama,2020-10-24,5603,105,446
Japan,Tokyo,2020-10-24,29925,442,1857
Japan,Aichi,2020-11-29,10016,106,2159
Japan,Chiba,2020-11-29,6940,85,969
Japan,Fukuoka,2020-11-29,5795,106,349
Japan,Hokkaido,2020-11-29,8707,181,2701
Japan,Hyogo,2020-11-29,5577,78,1034
Japan,Ishikawa,2020-11-29,850,51,16
Japan,Kanagawa,2020-11-29,12498,192,1519
Japan,Kyoto,2020-11-29,2662,36,345
Japan,Okinawa,2020-11-29,4300,71,441
Japan,Osaka,2020-11-29,20012,284,4221
Japan,Saitama,2020-11-29,8367,136,1395
Japan,Tokyo,2020-11-29,40677,477,4467
Japan,Fukuoka,2020-06-12,818,28,119
Japan,Hokkaido,2020-06-12,1145,91,133
Japan,Hyogo,2020-06-12,699,43,3
Japan,Kanagawa,2020-06-12,1401,90,109
Japan,Osaka,2020-06-12,1786,85,46
Japan,Saitama,2020-06-12,1020,51,33
Japan,Tokyo,2020-06-12,5477,313,308
Japan,,2020-05-22,16513,796,2712
Japan,Aichi,2020-08-22,4141,52,1352
Japan,Chiba,2020-08-22,2737,59,534
Japan,Fukuoka,2020-08-22,4057,47,1013
Japan,Hyogo,2020-08-22,2107,49,363
Japan,Ishikawa,2020-08-22,550,30,161
Japan,Kanagawa,2020-08-22,4372,108,818
Japan,Kyoto,2020-08-22,1306,21,302
Japan,Osaka,2020-08-22,7720,129,1843
Japan,Tokyo,2020-08-22,19131,350,3372
Japan,Toyama,2020-08-22,339,23,61
Japan,Aichi,2020-07-22,776,35,250
Japan,Chiba,2020-07-22,1374,46,290
Japan,Hokkaido,2020-07-22,1358,102,92
Japan,Kanagawa,2020-07-22,2111,98,245
Japan,Saitama,2020-07-22,1894,70,516
Japan,Tokyo,2020-07-22,10064,327,2224
Japan,Chiba,2020-10-06,4110,72,357
Japan,Fukuoka,2020-10-06,5066,99,84
Japan,Hokkaido,2020-10-06,2218,107,185
Japan,Hyogo,2020-10-06,2826,59,155
Japan,Ishikawa,2020-10-06,778,47,30
Japan,Kanagawa,2020-10-06,7221,146,586
Japan,Okinawa,2020-10-06,2641,47,275
Japan,Osaka,2020-10-06,10899,220,543
Japan,Saitama,2020-10-06,4851,102,363
Japan,Tokyo,2020-10-06,26740,414,2174
Japan,Chiba,2020-09-30,3896,71,319
Japan,Fukuoka,2020-09-30,5044,98,109
Japan,Hokkaido,2020-09-30,2096,107,147
Japan,Hyogo,2020-09-30,2721,59,140
Japan,Ibaraki,2020-09-30,657,17,39
Japan,Ishikawa,2020-09-30,776,47,46
Japan,Kanagawa,2020-09-30,6904,139,598
Japan,Okinawa,2020-09-30,2496,46,202
Japan,Osaka,2020-09-30,10593,206,603
Japan,Saitama,2020-09-30,4663,102,299
Japan,Tokyo,2020-09-30,25751,408,2387
Japan,Hokkaido,2020-06-30,1254,99,101
Japan,Hyogo,2020-06-30,706,43,9
Japan,Kanagawa,2020-06-30,1501,96,99
Japan,Saitama,2020-06-30,1132,65,113
Japan,Tokyo,2020-06-30,6235,325,515
Japan,,2020-04-30,14088,430,11198
Japan,Aichi,2020-07-30,1607,35,1043
Japan,Chiba,2020-07-30,1621,48,366
Japan,Kanagawa,2020-07-30,2433,99,369
Japan,Osaka,2020-07-30,3841,89,1275
Japan,Saitama,2020-07-30,2259,73,549
Japan,Tokyo,2020-07-30,12698,330,3259
Japan,Aichi,2020-08-02,2141,35,1528
Japan,Chiba,2020-08-02,1781,49,495
Japan,Kanagawa,2020-08-02,2618,99,413
Japan,Osaka,2020-08-02,4446,90,1536
Japan,Saitama,2020-08-02,2464,74,571
Japan,Tokyo,2020-08-02,13465,332,3518
Japan,Aichi,2020-12-01,10321,109,1905
Japan,Chiba,2020-12-01,7083,88,958
Japan,Fukuoka,2020-12-01,5855,107,360
Japan,Hokkaido,2020-12-01,9064,195,2663
Japan,Hyogo,2020-12-01,5756,82,927
Japan,Ibaraki,2020-12-01,1612,24,407
Japan,Ishikawa,2020-12-01,859,51,25
Japan,Kanagawa,2020-12-01,12740,195,1534
Japan,Kyoto,2020-12-01,2692,38,295
Japan,Okinawa,2020-12-01,4359,71,429
Japan,Osaka,2020-12-01,20592,294,4483
Japan,Saitama,2020-12-01,8537,141,1274
Japan,Tokyo,2020-12-01,41360,477,4470
Japan,,2020-05-19,16367,768,4035
Japan,Aichi,2020-11-11,7109,96,998
Japan,Chiba,2020-11-11,5500,83,477
Japan,Hokkaido,2020-11-11,4573,120,1441
Japan,Hyogo,2020-11-11,3668,70,398
Japan,Ishikawa,2020-11-11,825,49,18
Japan,Kagoshima,2020-11-11,547,13,67
Japan,Kanagawa,2020-11-11,9619,182,853
Japan,Kyoto,2020-11-11,2205,31,159
Japan,Okinawa,2020-11-11,3600,65,298
Japan,Osaka,2020-11-11,14376,252,1557
Japan,Saitama,2020-11-11,6482,113,725
Japan,Tokyo,2020-11-11,33415,464,2491
Japan,Aichi,2020-09-06,4704,74,653
Japan,Chiba,2020-09-06,3210,64,370
Japan,Fukuoka,2020-09-06,4819,68,754
Japan,Hokkaido,2020-09-06,1817,105,105
Japan,Hyogo,2020-09-06,2363,54,149
Japan,Ishikawa,2020-09-06,704,38,98
Japan,Kanagawa,2020-09-06,5434,126,671
Japan,Okinawa,2020-09-06,2229,32,350
Japan,Osaka,2020-09-06,9045,163,1014
Japan,Saitama,2020-09-06,4127,93,470
Japan,Tokyo,2020-09-06,21782,369,2538
Japan,,2020-01-29,7,,
Japan,Aichi,2020-08-01,1981,35,1393
Japan,Chiba,2020-08-01,1730,49,444
Japan,Kanagawa,2020-08-01,2544,99,401
Japan,Osaka,2020-08-01,4252,89,1461
Japan,Saitama,2020-08-01,2390,74,581
Japan,Tokyo,2020-08-01,13173,332,3226
Japan,,2020-05-06,15253,556,10201
Japan,,2020-01-22,2,,
Japan,Aichi,2020-10-22,5775,91,290
Japan,Chiba,2020-10-22,4681,76,373
Japan,Fukuoka,2020-10-22,5173,100,86
Japan,Hokkaido,2020-10-22,2641,108,267
Japan,Hyogo,2020-10-22,3058,60,151
Japan,Ishikawa,2020-10-22,796,48,17
Japan,Kanagawa,2020-10-22,8164,158,577
Japan,Kyoto,2020-10-22,1958,30,108
Japan,Okinawa,2020-10-22,3055,57,357
Japan,Osaka,2020-10-22,11780,231,565
Japan,Tokyo,2020-10-22,29536,442,1867
Japan,Aichi,2020-11-19,8273,98,1563
Japan,Chiba,2020-11-19,6110,84,751
Japan,Fukuoka,2020-11-19,5436,105,128
Japan,Gifu,2020-11-19,875,13,128
Japan,Hokkaido,2020-11-19,6369,138,2385
Japan,Hyogo,2020-11-19,4356,74,696
Japan,Ishikawa,2020-11-19,831,49,8
Japan,Kanagawa,2020-11-19,10798,185,1250
Japan,Okinawa,2020-11-19,3890,68,382
Japan,Osaka,2020-11-19,16374,257,2401
Japan,Saitama,2020-11-19,7232,126,968
Japan,Tokyo,2020-11-19,36294,468,3604
Japan,Aichi,2020-12-19,13984,141,2713
Japan,Chiba,2020-12-19,8941,104,1278
Japan,Fukuoka,2020-12-19,7267,110,1111
Japan,Gifu,2020-12-19,1718,24,418
Japan,Gunma,2020-12-19,1897,28,435
Japan,Hokkaido,2020-12-19,12051,368,2010
Japan,Hyogo,2020-12-19,8122,122,1108
Japan,Ibaraki,2020-12-19,2117,35,288
Japan,Ishikawa,2020-12-19,954,51,75
Japan,Iwate,2020-12-19,330,16,118
Japan,Kanagawa,2020-12-19,16644,231,2225
Japan,Kyoto,2020-12-19,3719,41,756
Japan,Okinawa,2020-12-19,4956,80,343
Japan,Osaka,2020-12-19,26788,415,4227
Japan,Saitama,2020-12-19,11532,174,2231
Japan,Tokyo,2020-12-19,50939,541,6247
Japan,,2020-05-14,16120,697,5555
Japan,,2020-04-14,7645,143,6703
Japan,,2020-03-19,924,29,
Japan,Aichi,2020-12-22,14426,157,2557
Japan,Chiba,2020-12-22,9329,104,1439
Japan,Fukuoka,2020-12-22,7546,113,1223
Japan,Gunma,2020-12-22,1973,31,448
Japan,Hokkaido,2020-12-22,12370,388,1917
Japan,Hyogo,2020-12-22,8460,135,1126
Japan,Ibaraki,2020-12-22,2168,35,262
Japan,Ishikawa,2020-12-22,974,51,86
Japan,Kanagawa,2020-12-22,17419,238,2399
Japan,Kumamoto,2020-12-22,1496,17,329
Japan,Kyoto,2020-12-22,3910,42,822
Japan,Okayama,2020-12-22,1124,13,469
Japan,Okinawa,2020-12-22,5020,82,314
Japan,Osaka,2020-12-22,27501,444,4089
Japan,Saitama,2020-12-22,12006,180,2301
Japan,Shizuoka,2020-12-22,2413,30,569
Japan,Tokyo,2020-12-22,52450,542,6624
Japan,Chiba,2020-07-14,1164,46,188
Japan,Hokkaido,2020-07-14,1295,102,61
Japan,Kanagawa,2020-07-14,1791,98,205
Japan,Saitama,2020-07-14,1530,67,360
Japan,Tokyo,2020-07-14,8199,325,1538
Japan,Aichi,2020-09-22,5138,81,445
Japan,Chiba,2020-09-22,3670,68,365
Japan,Fukuoka,2020-09-22,5010,91,185
Japan,Hokkaido,2020-09-22,1973,107,110
Japan,Hyogo,2020-09-22,2627,57,175
Japan,Ibaraki,2020-09-22,629,17,39
Japan,Kanagawa,2020-09-22,6445,137,675
Japan,Osaka,2020-09-22,10166,194,799
Japan,Saitama,2020-09-22,4455,100,294
Japan,Tokyo,2020-09-22,24404,391,2473
Japan,Aichi,2020-11-14,7552,96,1162
Japan,Chiba,2020-11-14,5722,84,584
Japan,Hokkaido,2020-11-14,5274,123,1908
Japan,Hyogo,2020-11-14,3895,70,475
Japan,Ishikawa,2020-11-14,828,49,15
Japan,Kagoshima,2020-11-14,554,13,71
Japan,Kanagawa,2020-11-14,10059,183,1041
Japan,Kyoto,2020-11-14,2274,32,177
Japan,Okinawa,2020-11-14,3699,66,325
Japan,Osaka,2020-11-14,15155,253,1949
Japan,Saitama,2020-11-14,6743,118,813
Japan,Tokyo,2020-11-14,34534,464,2885
Japan,Aichi,2020-10-14,5603,90,285
Japan,Chiba,2020-10-14,4377,74,376
Japan,Fukuoka,2020-10-14,5130,99,94
Japan,Hokkaido,2020-10-14,2419,107,239
Japan,Hyogo,2020-10-14,2950,59,171
Japan,Ishikawa,2020-10-14,786,47,24
Japan,Kanagawa,2020-10-14,7688,154,609
Japan,Okinawa,2020-10-14,2792,51,254
Japan,Osaka,2020-10-14,11310,224,514
Japan,Saitama,2020-10-14,5178,102,427
Japan,Tokyo,2020-10-14,28149,425,2162
Japan,,2020-04-22,11512,281,9875
Japan,Fukuoka,2020-06-22,835,28,23
Japan,Hokkaido,2020-06-22,1190,95,89
Japan,Hyogo,2020-06-22,702,43,6
Japan,Kanagawa,2020-06-22,1432,94,67
Japan,Saitama,2020-06-22,1039,65,33
Japan,Tokyo,2020-06-22,5818,320,414
Japan,,2020-03-22,1086,36,815
Japan,Aichi,2020-11-06,6625,95,781
Japan,Chiba,2020-11-06,5250,82,379
Japan,Hokkaido,2020-11-06,3670,113,830
Japan,Hyogo,2020-11-06,3455,66,311
Japan,Ishikawa,2020-11-06,816,49,19
Japan,Kagoshima,2020-11-06,518,13,41
Japan,Kanagawa,2020-11-06,9138,175,701
Japan,Kyoto,2020-11-06,2125,30,126
Japan,Okinawa,2020-11-06,3459,64,313
Japan,Osaka,2020-11-06,13485,248,1223
Japan,Saitama,2020-11-06,6134,111,508
Japan,Tokyo,2020-11-06,32165,463,2087
Japan,Aichi,2020-08-30,4498,65,860
Japan,Chiba,2020-08-30,3032,62,464
Japan,Fukuoka,2020-08-30,4570,59,1001
Japan,Hyogo,2020-08-30,2271,53,230
Japan,Ibaraki,2020-08-30,544,13,75
Japan,Kanagawa,2020-08-30,4914,122,653
Japan,Kyoto,2020-08-30,1448,23,271
Japan,Osaka,2020-08-30,8491,148,1419
Japan,Saitama,2020-08-30,3907,89,638
Japan,Tokyo,2020-08-30,20727,360,2837
Japan,Toyama,2020-08-30,385,24,71
Japan,Aichi,2020-12-06,11339,118,2219
Japan,Chiba,2020-12-06,7467,91,905
Japan,Fukuoka,2020-12-06,6056,108,448
Japan,Hokkaido,2020-12-06,10028,243,2516
